DESIGNATION_ID,DESIGNATION_DESC,CR_BY,MOD_BY,ACTIVE,OFLINE
500.0,AREA VICE PRESIDENT,4.0,,Y,0
501.0,ALUMINI,4.0,,Y,0
502.0,ASSTT. PLANT PATHOLOGIST,9.0,,Y,0
503.0,DY. CHIEF,4.0,,Y,0
504.0,LECTURER AND READER,7.0,,Y,0
505.0,ADDL. D I G,5.0,,Y,0
506.0,P.G. DIPLOMA IN INDUSTRIAL DESIGN,3.0,,Y,0
507.0,SR. ARTIST,8.0,,Y,0
508.0,ADJUTANT GENERAL,4.0,,Y,0
509.0,CHIEF FIRE OFFICER,4.0,,Y,0
510.0,PHOTO EDITOR,4.0,,Y,0
511.0,ART TEACHER,8.0,,Y,0
512.0,PRINCIPAL DESIGNER,8.0,,Y,0
513.0,SR. CARDIOLOGIST,9.0,,Y,0
514.0,CARDIOLOGIST,9.0,,Y,0
515.0,SUPERTIME GR.I,7.0,,Y,0
516.0,ASSTT. SEED TECHNOLOGIST,3.0,,Y,0
517.0,SR. BOTANIST,4.0,,Y,0
518.0,NEMATOLOGIST,4.0,,Y,0
519.0,SR. NEMATOLOGIST,4.0,,Y,0
520.0,ADDL. C M O,1.0,,Y,0
521.0,CONSULTANT AND HEAD,2.0,,Y,0
522.0,SR. ADVISER,7.0,,Y,0
523.0,SR PAEDIATRICIAN,2.0,,Y,0
524.0,DMO,2.0,,Y,0
525.0,SR DMO,2.0,,Y,0
526.0,SPECIALIST AND HEAD,3.0,,Y,0
527.0,PAEDIATRICIAN,7.0,,Y,0
528.0,NEONATOLOGIST,7.0,,Y,0
529.0,CHIEF DENTAL SURGEON,4.0,,Y,0
530.0,DENTISTRY,2.0,,Y,0
531.0,MAXILLOFACIAL SURGEON,4.0,,Y,0
532.0,VISITING LECTURER,7.0,,Y,0
533.0,JR. STAFF SURGON,9.0,,Y,0
534.0,C M D,4.0,,Y,0
535.0,CHIEF RESEARCH MANAGER,4.0,,Y,0
536.0,RESEARCH MANAGER,4.0,,Y,0
537.0,SR RESEARCH MANAGER,4.0,,Y,0
538.0,CHIEF CHEMIST,4.0,,Y,0
539.0,PRODUCT MANAGER,9.0,,Y,0
540.0,VISITING RESEARCHER,9.0,,Y,0
541.0,SCIENTIST D,9.0,,Y,0
542.0,CHIEF GEOLOGY,2.0,,Y,0
543.0,DEPUTY DIRECTOR AND HEAD,9.0,,Y,0
544.0,MINERALOGIST,3.0,,Y,0
545.0,GEOLOGIST,2.0,,Y,0
546.0,FIELD ADVISER,1.0,,Y,0
547.0,GROUP HEAD,9.0,,Y,0
548.0,TECH. ASSTT.,8.0,,Y,0
549.0,ASTRONOMER,7.0,,Y,0
550.0,ADDITIONAL DIRECTOR,2.0,,Y,0
551.0,INSPECTOR,1.0,,Y,0
552.0,SURGICAL SPECIALIST,1.0,,Y,0
553.0,SENIOR ENDOCRINOLOGIST,2.0,,Y,0
554.0,DRUG CONTROLLER,9.0,,Y,0
555.0,SENIOR CIVIL SURGEON,2.0,,Y,0
556.0,DEPUTY SURGEON,2.0,,Y,0
557.0,GYNACOLOGIST,1.0,,Y,0
558.0,SUPER TIME GRADE I,9.0,,Y,0
559.0,REHAB. OFFICER,2.0,,Y,0
560.0,CIVIL SURGEON,2.0,,Y,0
561.0,ADDL. D G M S,1.0,,Y,0
562.0,NEUROSURGEON,4.0,,Y,0
563.0,SR. NEUROSURGEON,4.0,,Y,0
564.0,MEDICAL SPECIALIST,7.0,,Y,0
565.0,SR. DERMATOLOGIST,6.0,23.0,Y,0
566.0,CARDIO THORACIC SURGEON,4.0,,Y,0
567.0,SR. CARDIO THORACIC SURGEON,4.0,,Y,0
568.0,BACTIRIOLOGIST,1.0,,Y,0
569.0,DY. DGAFMS,5.0,,Y,0
570.0,SR. PATHOLOGIST,4.0,,Y,0
571.0,MEDICAL SCIENTIST,6.0,,Y,0
572.0,SR MANAGER,8.0,,Y,0
573.0,DY G. M.,9.0,,Y,0
574.0,CHIEF FINANCIAL CONTROLLER,9.0,,Y,0
575.0,DY CHIEF FINANCIAL CONTROLLER,9.0,,Y,0
576.0,SENIOR SCIENTIST,6.0,,Y,0
577.0,CUSTODIAN,1.0,,Y,0
578.0,CHIEF ACCOUNT OFFICER,9.0,,Y,0
579.0,CHIEF COST CONTROL,9.0,,Y,0
580.0,CONTROLLER,1.0,,Y,0
581.0,CHIEF MUNICIPAL AUDITOR,1.0,,Y,0
582.0,DEAN AND HEAD,9.0,,Y,0
583.0,DEPUTY COMPTROLLER AND AUDITOR GENERAL,1.0,23.0,Y,0
584.0,JR. SECRETARY AND F.A.,8.0,,Y,0
585.0,FORMER PRINCIPAL CHIEF CONTROLLER OF ACCOUNTS,8.0,23.0,Y,0
586.0,ADDL CHIEF ADVISER,2.0,,Y,0
587.0,DY C A G,9.0,,Y,0
588.0,PRINCIPAL DIRECTOR ,3.0,,Y,0
589.0,JOINT ADVISOR,2.0,,Y,0
590.0,CONTROLLER OF DEFENCE ACCOUNTS,2.0,,Y,0
591.0,PRINCIPAL CONTROLLER,3.0,,Y,0
592.0,AUDITOR GENERAL,7.0,,Y,0
593.0,C F A,9.0,,Y,0
594.0,DEPUTY MANAGING DIRECTOR,6.0,,Y,0
595.0,MEMBER FINANCE,7.0,,Y,0
596.0,JT. SECRETARY,7.0,,Y,0
597.0,CONTROLLER OF ACCOUNTS,7.0,,Y,0
598.0,JT M D,1.0,,Y,0
599.0,CO. SECY. AND G M,1.0,,Y,0
600.0,CO. SECY. AND MGR.,1.0,,Y,0
601.0,ASSTT. SECRETARY,1.0,,Y,0
602.0,ASST DIVISIONAL MANAGER,9.0,,Y,0
603.0,COUNSELLOR,7.0,,Y,0
604.0,ZONAL MANAGER,9.0,,Y,0
605.0,SCHOLAR,7.0,,Y,0
606.0,ACCOUNT OFFICER,4.0,,Y,0
607.0,ADD. CHIEF ADVISOR,6.0,,Y,0
608.0,FINANCIAL ADVISER,2.0,,Y,0
609.0,DIRECTOR RESEARCH,4.0,,Y,0
610.0,DIRECTOR OFFICIAL LANGUAGES,4.0,,Y,0
611.0,PROF. AND REGISTRAR,7.0,,Y,0
612.0,READER AND PROF.,7.0,,Y,0
613.0,ATTACHE,9.0,,Y,0
614.0,PARLIAMENT INTERPRETER,4.0,,Y,0
615.0,INTERPRETER,9.0,,Y,0
616.0,SR INTERPRETER,9.0,,Y,0
617.0,I.G. & A.D.G.,9.0,23.0,Y,0
618.0,ASSTT. EDITOR,1.0,,Y,0
619.0,PROGRAMME OFFICER,2.0,,Y,0
620.0,SR. UROLOGIST,1.0,,Y,0
621.0,ADDITIONAL CGDA,11.0,,Y,0
622.0,ADDITIONAL C.G.D.A,11.0,,Y,0
623.0,ASSISTANT PROFESSOR,11.0,,Y,0
624.0,SPECIALIST GRADE I,5.0,,Y,0
625.0,SPECIALIST GRADE II,5.0,,Y,0
626.0,CHIEF OF MEDICAL SERVICES,5.0,,Y,0
627.0,STAFF SURGEON ,4.0,,Y,0
628.0,SENIOR PROFESSOR AND HEAD,4.0,,Y,0
629.0,PRINCIPAL PROFESSOR AND HEAD,4.0,,Y,0
630.0,PROFESSOR HEAD AND DIRECTOR,4.0,,Y,0
631.0,SENIOR PROFESSOR,4.0,,Y,0
632.0,RESEARCH CONSULTANT,4.0,,Y,0
633.0,CHIEF INVESTIGATOR,4.0,,Y,0
634.0,HONY. ADVISER,4.0,,Y,0
635.0,HONY. DENTAL SURGEON,4.0,,Y,0
636.0,PROFESSOR HEAD AND VICE PRINCIPAL,4.0,,Y,0
637.0,COMMANDANT AND CONSULTANT,4.0,,Y,0
638.0,DEAN PRINCIPAL PROFESSOR AND H.O.D,4.0,,Y,0
639.0,ADDITIONAL PROFESSOR AND HEAD,4.0,,Y,0
640.0,SR. ENT SPECIALIST AND HEAD OF UNIT,4.0,,Y,0
641.0,COMMANDANT AND PRINCIPAL,4.0,,Y,0
642.0,ADDL. MED. SUPDT. SAG AND ENT SURGEON ,4.0,,Y,0
643.0,SENIOR ORTHO SURGEON,4.0,,Y,0
644.0,ORTHOPAEDIC SURGEON,4.0,,Y,0
645.0,PROFESSOR OF ORTHOPAEDICS,4.0,,Y,0
646.0,PROFESSOR AND HEAD OF ORTHOPAEDICS,4.0,,Y,0
647.0,DIRECTOR AND CHIEF OF ORTHOPAEDIC SURGERY,4.0,,Y,0
648.0,SENIOR RESIDENT,4.0,,Y,0
649.0,POOL OFFICER,4.0,,Y,0
650.0,PROFESSOR OF ORTHO. SURGERY,4.0,,Y,0
651.0,M.S AND H.O.D,4.0,,Y,0
652.0,DEAN AND C.E.O,4.0,,Y,0
653.0,MO RADIOLOGIST,4.0,,Y,0
654.0,SC RADIOLOGIST,4.0,,Y,0
655.0,SR. CONSULTANT AND PROPRITOR,4.0,,Y,0
656.0,DIRECTOR AND HEAD,4.0,,Y,0
657.0,SENIOR MEDICAL SPECIALIST,4.0,,Y,0
658.0,MEDICAL SUPERINTENDENT CUM PROFESSOR,6.0,,Y,0
659.0,SENIOR SURGEON AND SURGICAL GASTROENTEROLOGIST,6.0,,Y,0
660.0,JR. RESIDENT,6.0,,Y,0
661.0,SENIOR LECTURER,6.0,,Y,0
662.0,SENIOR SURGEON,6.0,,Y,0
663.0,M. D.,6.0,,Y,0
664.0,SENIOR PHYSICIAN AND HOD,4.0,,Y,0
665.0,DEPUTY COMMANDANT,4.0,,Y,0
666.0,DIRECTOR AND PRINCIPAL IN CHARGE,4.0,,Y,0
667.0,DEPUTY C M O,6.0,,Y,0
668.0,SENIOR CHIEF MEDICAL OFFICER,4.0,,Y,0
669.0,SPECIALIST SENIOR SCALE,4.0,,Y,0
670.0,NAUTICAL HEAD,4.0,23.0,Y,0
671.0,SENIOR DIVISIONAL MEDICAL OFFICER PHYSICIAN,4.0,,Y,0
672.0,SENIOR PSYCHIATRIST AND H.O.D.,6.0,,Y,0
673.0,SENIOR PSYCHIATRIST,6.0,,Y,0
674.0,ASSISTANT PROFESSOR OBS.AND GY.,4.0,,Y,0
675.0,C.M.O AND SR. GYNAECOLOGIST,4.0,,Y,0
676.0,SENIOR C.M.O,4.0,,Y,0
677.0,ADDL. DEAL AND HEAD,4.0,,Y,0
678.0,ADDL. DEAN AND HEAD,4.0,,Y,0
679.0,ADDITIONAL DEAN,4.0,,Y,0
680.0,H.O.D AND CLASIFIED SPECIALIST OBS AND GYNAE,4.0,,Y,0
681.0,SENIOR GYNAECOLOGIST GR I,4.0,,Y,0
682.0,READER / ASSOCIATE PROFESSOR,4.0,5.0,Y,0
683.0,SENIOR GYNAECOLOGIST,4.0,,Y,0
684.0,CONSULTANT IN OBST.  GYNAE,4.0,,Y,0
685.0,HONOURARY DIRECTOR,4.0,,Y,0
686.0,SENIOR NEUROSURGEON HEAD OF UNIT,4.0,,Y,0
687.0,HEAD DEPTT. OF SURGERY,4.0,,Y,0
688.0,DIRECTOR PROFESSOR AND HEAD OF CARDIOLOGY DEPTT.,4.0,,Y,0
689.0,PROFESSOR OF CARDIOLOGY,4.0,,Y,0
690.0,PROFESSOR AND H.O.D  OF CARDIOLOGY,4.0,,Y,0
691.0,SR. SPECIALIST GR.I,4.0,,Y,0
692.0,SENIOR CARDIOLOGIST,4.0,,Y,0
693.0,SENIOR CARDIOLOGIST AND H.O.D,4.0,,Y,0
694.0,IN CHARGE PRINCIPAL PROFESSOR,4.0,,Y,0
695.0,DERMATOLOGIST,4.0,,Y,0
696.0,DERMATOLOGIST AND SR. DERMATOLOGIST,4.0,,Y,0
697.0,SR. SPECIALIST AND SUPERVISON,4.0,,Y,0
698.0,DIRECTOR AND VICE PRINCIPAL,4.0,,Y,0
699.0,DY. COMMANDANT,4.0,,Y,0
700.0,JR. SPECIALIST,4.0,,Y,0
701.0,NEUROPHYSICIAN,6.0,,Y,0
702.0,PROFESSOR OF FORENSIC MEDICINE,4.0,,Y,0
703.0,PROFESSOR OF OBST.  GYNAE,4.0,,Y,0
704.0,PROFESSOR AND HOD OBST. AND GYNAE,4.0,,Y,0
705.0,SENIOR MEDICAL OFFICER,6.0,,Y,0
706.0,PROFESSOR AND HOD OF OPTHALMOLOGY,4.0,,Y,0
707.0,PROFESSOR OF OPTHALMOLOGY,4.0,,Y,0
708.0,PROFESSOR OF MICROBIOLOGY,4.0,,Y,0
709.0,CONSULTANT MICROBIOLOGIST AND DIRECTOR OF LABOROTARY,4.0,,Y,0
710.0,PROFESSOR AND HEAD OF MICROBIOLOGY,4.0,,Y,0
711.0,BACTERIOLOGIST SPECIALIST GRADE II,4.0,,Y,0
712.0,ADDITIONAL D.G.H.S,4.0,,Y,0
713.0,PROFESSSOR OF RADIOLOGY,4.0,,Y,0
714.0,PROFESSOR OF RADIOLOGY,4.0,,Y,0
715.0,SENIOR RADIOLOGIST AND HOD,4.0,,Y,0
716.0,PROFESSOR OF ORAL PATHOLOGY AND MICROBIOLOGY,4.0,,Y,0
717.0,VICE PRINCIPAL PROFESSOR AND HOD,4.0,,Y,0
718.0,PROFESSOR OF PHARMACY,4.0,,Y,0
719.0,SENIOR PROFESSOR AND H.O.D,4.0,,Y,0
720.0,CHIEF CARDIO THORACIC SURGERY,5.0,,Y,0
721.0,SR. CONSULTANT CARDIAC SURGEON,5.0,,Y,0
722.0,DEAN PROFESSOR AND H.O.D,4.0,,Y,0
723.0,SR. CHIEF THORACIC VASCULAR SURGEON,5.0,,Y,0
724.0,PROFESSOR OF PHYSIOLOGY,4.0,,Y,0
725.0,PROFESSOR AND ADDITIONAL PRINCIPAL,4.0,,Y,0
726.0,DEPUTY DIRECTOR MEDICAL SERVICES,5.0,,Y,0
727.0,PROFESSOR OF BIOCHEMISTRY,4.0,,Y,0
728.0,MEDICAL SUPDT. HOD LAB. MEDICINE,4.0,,Y,0
729.0,SR. PATHOLOGIST GR. I,5.0,,Y,0
730.0,SR. CONSULTANT IN PATHOLOGY,5.0,,Y,0
731.0,COMMANDING OFFICER,5.0,,Y,0
732.0,CONSULTANT PATHOLOGIST,5.0,,Y,0
733.0,CONSULTANT PATHOLOGIST  H.O.D,5.0,,Y,0
734.0,SR. CONSULTANT,5.0,,Y,0
735.0,PROFESSOR AND HEAD BIOCHEMISTRY,4.0,,Y,0
736.0,SENIOR CONSULTANT,4.0,,Y,0
737.0,SR. DEPUTY DIRECTOR GENERAL,6.0,,Y,0
738.0,DEPUTY ASSISTANT DIRECTOR,6.0,,Y,0
739.0,CHIEF INSTRUCTOR,1.0,,Y,0
740.0,DY. PRINCIPAL MEDICAL OFFICER,1.0,,Y,0
741.0,AIR OFFICER COMMANDING,1.0,,Y,0
742.0,PRINCIPAL PROFESSOR,5.0,,Y,0
743.0,DIRECTOR GRADE I,5.0,,Y,0
744.0,DGP (ASSAM),5.0,,Y,0
745.0,"DGP, ASSAM",5.0,,Y,0
746.0,"DG, AP",5.0,,Y,0
747.0,"PRINCIPAL SECRETARY, HOME DEPTT.",5.0,,Y,0
748.0,"CHAIRMAN & MD, AP, TRAVEL & TOURISM DEV. CORP.",5.0,,Y,0
749.0,"DIRECTOR, S.V. P. N. P. A, HYDERABAD",5.0,,Y,0
750.0,DIRECTOR ROTARY BLOOD BANK,5.0,,Y,0
751.0,"DGP, BPRD",5.0,,Y,0
752.0,"DGP, BIHAR",5.0,,Y,0
753.0,"DGP, JHARKHAND",5.0,,Y,0
754.0,"DGP, RPF",5.0,,Y,0
755.0,MHA,5.0,,Y,0
756.0,"DGP, CHATTISGARH",5.0,,Y,0
757.0,DIR (IB),5.0,,Y,0
758.0,DG (CHATTISGARH),5.0,,Y,0
759.0,DGP ( CHATTISGARH),5.0,,Y,0
760.0,"DG ( INTELLIGENCE), GUJARAT",5.0,,Y,0
761.0,"DG ( ANTI CORRUPTION), GUJARAT",5.0,,Y,0
762.0,"DGP, HARYANA",5.0,,Y,0
763.0,"ADD. DGP, P.H.Q",5.0,,Y,0
764.0,"DG & IGP, HIMACHAL PRADESH",5.0,,Y,0
765.0,DG,5.0,,Y,0
766.0,"DG, BPRD",5.0,,Y,0
767.0,"DG, CRPF",5.0,,Y,0
768.0,DG (RPF),5.0,,Y,0
769.0,"DGP , PRISONS",5.0,,Y,0
770.0,"DGP, COD & INTELLIGENCE",5.0,,Y,0
771.0,"DG & IGP, KARNATAKA",5.0,,Y,0
772.0,DGP (COD/EO/SU & TRAINING),5.0,,Y,0
773.0,"DG, KERALA",5.0,,Y,0
774.0,"DGP, TRIPURA",5.0,,Y,0
775.0,"DGP, MANIPUR",5.0,,Y,0
776.0,"DG, MADHYA PRADESH",5.0,,Y,0
777.0,"CHAIRMAN, POLICE HOUSING CORPORATION",5.0,,Y,0
778.0,"DG, SBI/ EO",5.0,,Y,0
779.0,"DGP, MADHYA PRADESH",5.0,,Y,0
780.0,"DGP & COMM GENERAL , HOME GUARDS",5.0,,Y,0
781.0,"ADD. DG, CID",5.0,,Y,0
782.0,"DG (AC), MUMBAI",5.0,,Y,0
783.0,SPECIAL DIRECTOR (IB),5.0,,Y,0
784.0,"DGP, MAHARASHTRA",5.0,,Y,0
785.0,COMM. GENERAL (HOMEGUARDS) & DIRECTOR (CIVIL DEFENCE),5.0,,Y,0
786.0,"DG HOME GUARDS, FIRESERVICES , VIGILANCE",5.0,,Y,0
787.0,"DG , CISF",5.0,,Y,0
788.0,"DGP, ODISHA",5.0,5.0,Y,0
789.0,"COMM. GENERAL , HQ AND DIRECTOR FIRE SERVICES",5.0,,Y,0
790.0,"CHAIRMAN, STAFF SELECTION COMMISSION",5.0,,Y,0
791.0,"DGP, CISF",5.0,,Y,0
792.0,"DG & IGP, FIRE SERVICES & COMM., GENERAL HOMEGUARDS",5.0,,Y,0
793.0,"DIRECTOR, CBI",5.0,,Y,0
794.0,"DGP, INTELLIGENCE",5.0,,Y,0
795.0,"DGP, PUNJAB",5.0,,Y,0
796.0,"DGP & CHAIRMAN , PUNJAB POLICE HOUSING CORPORATION",5.0,,Y,0
797.0,"DGP, IB",5.0,,Y,0
798.0,"SPECIAL SECRETARY, HOME, KASHMIR AFFAIRS, GOI",5.0,,Y,0
799.0,"DGP, RAJASTHAN",5.0,,Y,0
800.0,DG (AC),5.0,,Y,0
801.0,DG (CIVIL DEFENCE &HQ),5.0,,Y,0
802.0,DG (PRISONS),5.0,,Y,0
803.0,ADD. D.G (PLANNING & WELFARE),5.0,,Y,0
804.0,"DGP, TAMILNADU",5.0,,Y,0
805.0,"DGP, TAMILNADU (TRAINING)",5.0,,Y,0
806.0,"CHAIRMAN & MD, POLICE HOUSING CORPORATION",5.0,,Y,0
807.0,"DG, ITBP",5.0,,Y,0
808.0,DG (PROSECUTION),5.0,,Y,0
809.0,DG (HOME GUARDS),5.0,,Y,0
810.0,"DIRECTOR, SCRB, WEST BENGAL",5.0,,Y,0
811.0,I.G.P,5.0,,Y,0
812.0,"ADD.. DIRECTOR, C. B. I",5.0,,Y,0
813.0,"ADD. DG & IGP, TELECOM, WB",5.0,,Y,0
814.0,"DG & CG, HOME GUARDS",5.0,,Y,0
815.0,"COMM. OF CIVIL AVIATION SECURITY, NEW DELHI",5.0,,Y,0
816.0,"DGP, W.B",5.0,,Y,0
817.0,"RETD. SECRETARY, D/O POSTS",5.0,,Y,0
818.0,MASTER GENERAL,5.0,40.0,Y,0
819.0,"RETD. MEMBER, POSTAL SERVICES BOARD",5.0,,Y,0
820.0,RETD. ADDL. DIRECTOR GENERAL,5.0,,Y,0
821.0,"RETD. MEMBER, POSTAL SERVICE BOARD",5.0,,Y,0
822.0,"RETD. PRINCIPAL CHIEF POST MASTER GENERAL, INDORE",5.0,,Y,0
823.0,"RETD. CHIEF POST MASTER GENERAL, KARNATAKA",5.0,,Y,0
824.0,"ON DEPUTATION, REGIONAL ADVISOR ASIA PACIFIC, BANKOK",5.0,,Y,0
825.0,"RETD. DY. COMPTROLLER & AUDITOR GENERAL -CUM- CHAIRMAN, AUDIT BOARD, NEW DELHI",5.0,,Y,0
826.0,"RETD. CUSTODIAN, SPL. COURT (TORTS), NEW DELHI",5.0,,Y,0
827.0,"RETD. DEPUTY COMPTROLLER & AUDITOR GENERAL, NEW DELHI",5.0,,Y,0
828.0,"RETD. DY. COMPTROLLER & AUDITOR GENERAL- CUM- CHAIRMAN, AUDIT BOARD, NEW DELHI",5.0,,Y,0
829.0,"RETD. DY. COMPTROLLER & AUDITOR GENERAL, NEW DELHI",5.0,,Y,0
830.0,"ADDL. DEPUTY COMPTROLLER & AUDITOR GENERAL , NEW DELHI",5.0,,Y,0
831.0,FORMER ADDL DY C A G,5.0,23.0,Y,0
832.0,"RETD. SECRETARY (EXPENDITURE), M/O FINANCE, NEW DELHI",5.0,,Y,0
833.0,"RETD. ACCOUNTANT GENERAL (AUDIT), ASSAM",5.0,,Y,0
834.0,"DIRECTOR GENERAL OF AUDIT, CENTRAL REVENUE",5.0,,Y,0
835.0,"RETD. SECRETARY, M/O CIVIL AVIATION",5.0,,Y,0
836.0,FORMER ADDITIONAL COMPTROLLER & AUDITOR GENERAL OF INDIA,5.0,23.0,Y,0
837.0,"RETD. CHAIRMAN, C.B.D.T",5.0,,Y,0
838.0,FORMER DIRECTOR GENERAL INCOME TAX,5.0,23.0,Y,0
839.0,"RETD. MEMBER (R/WT), CBDT",5.0,,Y,0
840.0,"RETD. MEMBER, INCOME TAX",5.0,,Y,0
841.0,"RETD. CHIEF COMMISSIONER, INCOME TAX",5.0,,Y,0
842.0,"RETD. DIRECTOR GENERAL, INCOME TAX (ADMN.)",5.0,,Y,0
843.0,"RETD. MEMBER, C. B. D. T , (A & J)",5.0,,Y,0
844.0,"RETD.SECRETARY ( DEFENCE FINANCE) , FINANCIAL ADVISER (DEFENCE SERVICES)",5.0,,Y,0
845.0,RETD. ADDL. CONTROLLER GENERAL OF DEFENCE ACCOUNTS,5.0,,Y,0
846.0,RETD. SECRETARY (DEFENCE SERVICES),5.0,,Y,0
847.0,RETD. CONTROLLER GENERAL OF DEFENCE ACCOUNTS,5.0,,Y,0
848.0,"RETD. CONTROLLER OF DEFENCE ACCOUNTS, GUWAHATI",5.0,,Y,0
849.0,"PRINCIPAL CONTROLLER OF DEFENCE ACCOUNTS, CENTRAL COMMAND",5.0,,Y,0
850.0,PRINCIPAL CONTROLLER OF DEFENCE ACCOUNTS (NAVY),5.0,,Y,0
851.0,PRINCIPAL CONTROLLER OF DEFENCE ACCOUNTS (NORTHERN COMMAND),5.0,,Y,0
852.0,CONTROLLER OF DEFENCE ACCOUNTS (INTERNAL AUDIT),5.0,,Y,0
853.0,PRINCIPAL CONTROLLER OF ACCOUNTS (F.Y.S),5.0,,Y,0
854.0,"RETD. CONTROLLER OF DEFENCE ACCOUNTS, WESTERN COMMAND",5.0,,Y,0
855.0,"RETD. PRINCIPAL CONTROLLER, DEFENCE ACCOUNTS",5.0,,Y,0
856.0,"RETD. DIRECTOR, DEFENCE ESTATES CENTRALCOMMAND",5.0,,Y,0
857.0,"PRINCIPAL DIRECTOR, DEFENCE ESTATES, SOUTHERN COMMAND",5.0,,Y,0
858.0,"RETD. SR. ADDL. P. I. O, P. I. B, NEW DELHI",5.0,,Y,0
859.0,"RETD. ADDL. P. I. O, P. I. B, CHENNAI",5.0,,Y,0
860.0,"RETD. DIRECTOR, RR &TD, NEW DELHI",5.0,,Y,0
861.0,"DIRECTOR, D. F. P, NEW DELHI",5.0,,Y,0
862.0,RETD. AMBASSADOR OF INDIA TO PRAGUE,5.0,,Y,0
863.0,"RETD. SECRETARY, M/O EXTERNAL AFFAIRS",5.0,,Y,0
864.0,RETD. AMBASSADOR OF INDIA TO NEPAL,5.0,,Y,0
865.0,RETD. AMBASSADOR OF INDIA TO MADRID,5.0,,Y,0
866.0,RETD. HIGH COMMISSIONER OF INDIA TO CANBERRA,5.0,,Y,0
867.0,RETD. AMBASSADOR OF INDIA TO ITALY,5.0,,Y,0
868.0,RETD. AMBASSADOR OF INDIA TO BRUSSELS,5.0,,Y,0
869.0,RETD. AMBASSADOR OF INDIA ATHENS,5.0,,Y,0
870.0,RETD. AMBASSODOR OF INDIA TO MORROCO,5.0,,Y,0
871.0,RETD. HIGH COMMISSIONER TO OTTAWA,5.0,,Y,0
872.0,"RETD. SECRETARY , M/O EXTERNAL AFFAIRS",5.0,,Y,0
873.0,RETD. AMBASSADOR OF INDIA TO SWITZERLAND,5.0,,Y,0
874.0,RETD. AMBASSADOR OF INDIA TO RABAT,5.0,,Y,0
875.0,RETD. HIGH COMMISSIONER OF INDIA TO KINGSTON,5.0,,Y,0
876.0,FORMER AMBASSADOR OF INDIA TO BHUTAN,5.0,40.0,Y,0
877.0,RETD. AMBASSADOR OF INDIA TO ATHENS,5.0,,Y,0
878.0,RETD. AMBASSADOR OF INDIA TO BRASILLA,5.0,,Y,0
879.0,RETD. AMBASSADOR OF INDIA TO RUSSIA,5.0,,Y,0
880.0,"RETD. CHIEF COMMISSIONER, CUSTOMS & CENTRAL EXCISE",5.0,,Y,0
881.0,"RETD. CHIEF COMMISSIONER OF CUSTOMS, D/O REVENUE",5.0,,Y,0
882.0,"RETD. CHAIRMAN, CENTRAL BOARD OF EXCISE & CUSTOMS",5.0,,Y,0
883.0,RETD. REGISTRAR OF NEWS PAPERS OF INDIA,5.0,,Y,0
884.0,"RETD,. JT. DIRECTOR REGIONAL OFFICE, DTE. OF FIELD PUBLICITY",5.0,,Y,0
885.0,"RETD. PRESS REGISTRAR, R. N. I., NEW DELHI",5.0,,Y,0
886.0,RETD. DY. COMPTROLLER & AUDITOR GENERAL OF INDIA,5.0,,Y,0
887.0,"VICE- CHAIRMAN, INCOME TAX SETTLEMENT COMMISSION",5.0,,Y,0
888.0,"MEMBER CBDT, RETD. ADDL. SECRETARY",5.0,,Y,0
889.0,"DIRECTOR GENERAL, INCOME TAX",5.0,,Y,0
890.0,INDIAN FOREIGN SERVICE,5.0,,Y,0
891.0,AIR VICE MARSHAL,5.0,,Y,0
892.0,AIR MARSHAL,5.0,,Y,0
893.0,SENIOR FELLOW AND HEAD,6.0,,Y,0
894.0,SENIOR FELLOW,6.0,,Y,0
895.0,RETD. HIGH COMMISSIONER OF INDIA TO SOUTH AFRICA,5.0,,Y,0
896.0,"RETD. D. G OF INCOME TAX (INV) C.R BLDG., JAIPUR",5.0,,Y,0
897.0,"RETD. CHIEF SECRETARY, ANDHRA PRADESH",5.0,,Y,0
898.0,CHIEF COMMR. LAND ADMN. SPL. CHIEF SECRETARY,5.0,,Y,0
899.0,"SPL. CHIEF SECRETARY, TR &B DEPTT. HYDERABAD",5.0,,Y,0
900.0,"SECRETARY, M/O PARLIAMENTARY AFFAIRS",5.0,,Y,0
901.0,"CHIEF SECRETARY, ANDHRA PRADESH",5.0,,Y,0
902.0,"CS, NCT",5.0,,Y,0
903.0,RETD.  AMBASSADOR OF INDIA TO HELSINKI,5.0,,Y,0
904.0,RETD. AMBASSADOR OF INDIA TO KUALALAMPUR,5.0,,Y,0
905.0,RETD. AMBASSADOR OF INDIA TO ROME,5.0,,Y,0
906.0,RETD. AMBASSADOR OF INDIA TO BERNE,5.0,,Y,0
907.0,RETD. AMBASSADOR OF INDIA TO STOCKHOLM,5.0,,Y,0
908.0,RETD. AMBASSADOR OF INDIA TO HELSINKI,5.0,,Y,0
909.0,"RETD. AMBASSADOR IN RESIDENCE, JNU",5.0,,Y,0
910.0,PRINCIPAL CHIEF COMMISSIONER,5.0,23.0,Y,0
911.0,TECHNICAL EXPERT,5.0,23.0,Y,0
912.0,RETD. AMBASSADOR OF INDIA TO MANILA,5.0,,Y,0
913.0,RETD. AMBASSADOR OF INDIA TO AMMAN,5.0,,Y,0
914.0,"RETD. AMBASSADOR, PMI  NEW YORK",5.0,,Y,0
915.0,RETD. AMBASSADOR OF INDIA TO MEXICO CITY,5.0,,Y,0
916.0,DGP AND IGP,5.0,23.0,Y,0
